"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.pagename","Input.post_id","Input.comment_id","Input.comment","Answer.Language","Answer.a","Answer.b","Answer.c","Answer.d","Answer.e","Answer.f","Approve","Reject"
"31ODACBENU5DXJ0JGWFDYCUEZI4SQM","3VRC340QZ7GLF8UOAXJ88TQLKCVAU6","New York Times Facebook Comments Data","All comments (comments & nested comments) that have been written under any post from 09/20/2017 to 09/26/2017 on the NY Times on the Facebook.","news discussions, facebook comments, classification","$0.10","Sun Oct 08 16:45:02 PDT 2017","3","BatchId:2964445;OriginalHitTemplateId:920937336;","3600","259200","Sun Oct 15 16:45:02 PDT 2017","","","3S06PH7KSSUM0AVDOTZBRWWS6Q81DG","A2V3P1XE33NYC3","Submitted","Sun Oct 08 16:46:56 PDT 2017","Sun Oct 08 16:51:36 PDT 2017","Wed Oct 11 16:51:36 PDT 2017","","","","280","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","10210339284703149","1918601078357405_187366065140000","Or the Reina Sophia!","nytimes|10210339284703149|1918601078357405_187366065140000","","","","","5",""
"31ODACBENU5DXJ0JGWFDYCUEZI4SQM","3VRC340QZ7GLF8UOAXJ88TQLKCVAU6","New York Times Facebook Comments Data","All comments (comments & nested comments) that have been written under any post from 09/20/2017 to 09/26/2017 on the NY Times on the Facebook.","news discussions, facebook comments, classification","$0.10","Sun Oct 08 16:45:02 PDT 2017","3","BatchId:2964445;OriginalHitTemplateId:920937336;","3600","259200","Sun Oct 15 16:45:02 PDT 2017","","","3UNH76FOCTVMUACTDB5NO9UWMP9MYH","A1NM7ZPZ3NH412","Submitted","Sun Oct 08 16:49:19 PDT 2017","Sun Oct 08 16:49:25 PDT 2017","Wed Oct 11 16:49:25 PDT 2017","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","10210339284703149","1918601078357405_187366065140000","Or the Reina Sophia!","nytimes|10210339284703149|1918601078357405_187366065140000","","","","","5",""
"31ODACBENU5DXJ0JGWFDYCUEZI4SQM","3VRC340QZ7GLF8UOAXJ88TQLKCVAU6","New York Times Facebook Comments Data","All comments (comments & nested comments) that have been written under any post from 09/20/2017 to 09/26/2017 on the NY Times on the Facebook.","news discussions, facebook comments, classification","$0.10","Sun Oct 08 16:45:02 PDT 2017","3","BatchId:2964445;OriginalHitTemplateId:920937336;","3600","259200","Sun Oct 15 16:45:02 PDT 2017","","","3WYGZ5XF3X5U800HTT0IRAERGZIKSW","A37WXDYYT7RCZ0","Submitted","Sun Oct 08 16:48:49 PDT 2017","Sun Oct 08 16:49:54 PDT 2017","Wed Oct 11 16:49:54 PDT 2017","","","","65","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","10210339284703149","1918601078357405_187366065140000","Or the Reina Sophia!","nytimes|10210339284703149|1918601078357405_187366065140000","","","","","5",""
"3E22YV8GG1WVHU7Z8NJ2ZDUY7NANPE","3VRC340QZ7GLF8UOAXJ88TQLKCVAU6","New York Times Facebook Comments Data","All comments (comments & nested comments) that have been written under any post from 09/20/2017 to 09/26/2017 on the NY Times on the Facebook.","news discussions, facebook comments, classification","$0.10","Sun Oct 08 16:45:02 PDT 2017","3","BatchId:2964445;OriginalHitTemplateId:920937336;","3600","259200","Sun Oct 15 16:45:02 PDT 2017","","","32UTUBMZ7HM97PDRHBSU3UF8S93BV8","A2QLSHXNCHBRN4","Submitted","Sun Oct 08 16:46:47 PDT 2017","Sun Oct 08 16:47:20 PDT 2017","Wed Oct 11 16:47:20 PDT 2017","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","1617013844987655","1919439628273550_1919502951600551","Markus how do you know who she is reffering to? If she is talking about white supremacists then all of the people she is reffering to are white surpremacists. Funny that you feel the need to deny that.","nytimes|1617013844987655|1919439628273550_1919502951600551","1","","","","",""
"3E22YV8GG1WVHU7Z8NJ2ZDUY7NANPE","3VRC340QZ7GLF8UOAXJ88TQLKCVAU6","New York Times Facebook Comments Data","All comments (comments & nested comments) that have been written under any post from 09/20/2017 to 09/26/2017 on the NY Times on the Facebook.","news discussions, facebook comments, classification","$0.10","Sun Oct 08 16:45:02 PDT 2017","3","BatchId:2964445;OriginalHitTemplateId:920937336;","3600","259200","Sun Oct 15 16:45:02 PDT 2017","","","39PAAFCODNQ93B78HXJF3OLUYG3VTI","A1DCGB72N1UIPT","Submitted","Sun Oct 08 16:50:06 PDT 2017","Sun Oct 08 16:54:00 PDT 2017","Wed Oct 11 16:54:00 PDT 2017","","","","234","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","1617013844987655","1919439628273550_1919502951600551","Markus how do you know who she is reffering to? If she is talking about white supremacists then all of the people she is reffering to are white surpremacists. Funny that you feel the need to deny that.","nytimes|1617013844987655|1919439628273550_1919502951600551","1","","","","",""
"3E22YV8GG1WVHU7Z8NJ2ZDUY7NANPE","3VRC340QZ7GLF8UOAXJ88TQLKCVAU6","New York Times Facebook Comments Data","All comments (comments & nested comments) that have been written under any post from 09/20/2017 to 09/26/2017 on the NY Times on the Facebook.","news discussions, facebook comments, classification","$0.10","Sun Oct 08 16:45:02 PDT 2017","3","BatchId:2964445;OriginalHitTemplateId:920937336;","3600","259200","Sun Oct 15 16:45:02 PDT 2017","","","3JW0YLFXRU6EAHB72CTMCAB79JNWWJ","A1NKBXOTZAI1YK","Submitted","Sun Oct 08 16:48:57 PDT 2017","Sun Oct 08 16:50:34 PDT 2017","Wed Oct 11 16:50:34 PDT 2017","","","","97","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","1617013844987655","1919439628273550_1919502951600551","Markus how do you know who she is reffering to? If she is talking about white supremacists then all of the people she is reffering to are white surpremacists. Funny that you feel the need to deny that.","nytimes|1617013844987655|1919439628273550_1919502951600551","","2","","","",""
"3E9VAUV7BW4I6P5BQ6AGQY3ACLEAYB","3VRC340QZ7GLF8UOAXJ88TQLKCVAU6","New York Times Facebook Comments Data","All comments (comments & nested comments) that have been written under any post from 09/20/2017 to 09/26/2017 on the NY Times on the Facebook.","news discussions, facebook comments, classification","$0.10","Sun Oct 08 16:45:02 PDT 2017","3","BatchId:2964445;OriginalHitTemplateId:920937336;","3600","259200","Sun Oct 15 16:45:02 PDT 2017","","","3E47SOBEYRMNVOLXW4P6ZPVW2S7ICP","A1DCGB72N1UIPT","Submitted","Sun Oct 08 16:48:18 PDT 2017","Sun Oct 08 16:50:04 PDT 2017","Wed Oct 11 16:50:04 PDT 2017","","","","106","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","367883216967407","1919030691647777_1919099264974253","Sorry, I am buzzed and trying to drive a stolen car to Poland.   Not easy","nytimes|367883216967407|1919030691647777_1919099264974253","","","","","5",""
"3E9VAUV7BW4I6P5BQ6AGQY3ACLEAYB","3VRC340QZ7GLF8UOAXJ88TQLKCVAU6","New York Times Facebook Comments Data","All comments (comments & nested comments) that have been written under any post from 09/20/2017 to 09/26/2017 on the NY Times on the Facebook.","news discussions, facebook comments, classification","$0.10","Sun Oct 08 16:45:02 PDT 2017","3","BatchId:2964445;OriginalHitTemplateId:920937336;","3600","259200","Sun Oct 15 16:45:02 PDT 2017","","","3NLZY2D53QFTFQ3MMPNEBAC5NB2LQB","A2QLSHXNCHBRN4","Submitted","Sun Oct 08 16:47:28 PDT 2017","Sun Oct 08 16:49:09 PDT 2017","Wed Oct 11 16:49:09 PDT 2017","","","","101","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","367883216967407","1919030691647777_1919099264974253","Sorry, I am buzzed and trying to drive a stolen car to Poland.   Not easy","nytimes|367883216967407|1919030691647777_1919099264974253","","","","","5",""
"3E9VAUV7BW4I6P5BQ6AGQY3ACLEAYB","3VRC340QZ7GLF8UOAXJ88TQLKCVAU6","New York Times Facebook Comments Data","All comments (comments & nested comments) that have been written under any post from 09/20/2017 to 09/26/2017 on the NY Times on the Facebook.","news discussions, facebook comments, classification","$0.10","Sun Oct 08 16:45:02 PDT 2017","3","BatchId:2964445;OriginalHitTemplateId:920937336;","3600","259200","Sun Oct 15 16:45:02 PDT 2017","","","3P1L2B7AD2FQUEQ67CVAM5H58AKOL6","A37WXDYYT7RCZ0","Submitted","Sun Oct 08 16:47:49 PDT 2017","Sun Oct 08 16:49:03 PDT 2017","Wed Oct 11 16:49:03 PDT 2017","","","","74","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","367883216967407","1919030691647777_1919099264974253","Sorry, I am buzzed and trying to drive a stolen car to Poland.   Not easy","nytimes|367883216967407|1919030691647777_1919099264974253","","","","","5",""
"3BS6ERDL93XELCYH4X6QX8RNYEID6G","3VRC340QZ7GLF8UOAXJ88TQLKCVAU6","New York Times Facebook Comments Data","All comments (comments & nested comments) that have been written under any post from 09/20/2017 to 09/26/2017 on the NY Times on the Facebook.","news discussions, facebook comments, classification","$0.10","Sun Oct 08 16:45:02 PDT 2017","3","BatchId:2964445;OriginalHitTemplateId:920937336;","3600","259200","Sun Oct 15 16:45:02 PDT 2017","","","3LWJHTCVCDC7FYTQ0EKGGX7LQFGQFB","A1NKBXOTZAI1YK","Submitted","Sun Oct 08 16:50:18 PDT 2017","Sun Oct 08 16:51:51 PDT 2017","Wed Oct 11 16:51:51 PDT 2017","","","","93","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","1896663537016767","1920170831533763_1920659434818236","Such a bloody shameless Buddhist terrorist u r ...!!! Burmese Buddhist r terrorist .","nytimes|1896663537016767|1920170831533763_1920659434818236","1","2","","","",""
